StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,info_teilnahme_2,info_dataprotection,info_consent,CTSQ_AOT_1,CTSQ_AOT_2,CTSQ_AOT_3,CTSQ_AOT_4,CTSQ_AOT_5,CTSQ_AOT_6,CTSQ_CMT_7,CTSQ_CMT_8,CTSQ_CMT_9,CTSQ_CMT_10,CTSQ_CMT_11,CTSQ_CMT_12,CTSQ_PIT_13,CTSQ_PIT_14,CTSQ_PIT_15,CTSQ_PIT_16,CTSQ_PIT_17,CTSQ_PIT_18,CTSQ_PET_19,CTSQ_PET_20,CTSQ_PET_21,CTSQ_PET_22,CTSQ_PET_23,CTSQ_PET_24,CTSQ_attention,CRT_1_timing_First_Click,CRT_1_timing_Last_Click,CRT_1_timing_Page_Submit,CRT_1_timing_Click_Count,CRT_1_1,CRT_2_timing_First_Click,CRT_2_timing_Last_Click,CRT_2_timing_Page_Submit,CRT_2_timing_Click_Count,CRT_2_1,CRT_3_timing_First_Click,CRT_3_timing_Last_Click,CRT_3_timing_Page_Submit,CRT_3_timing_Click_Count,CRT_3_4,CRT_4_timing_First_Click,CRT_4_timing_Last_Click,CRT_4_timing_Page_Submit,CRT_4_timing_Click_Count,CRT_4_4,CRT_5_timing_First_Click,CRT_5_timing_Last_Click,CRT_5_timing_Page_Submit,CRT_5_timing_Click_Count,CRT_5_4,CRT_6_timing_First_Click,CRT_6_timing_Last_Click,CRT_6_timing_Page_Submit,CRT_6_timing_Click_Count,CRT_6_4,CRT_7_timing_First_Click,CRT_7_timing_Last_Click,CRT_7_timing_Page_Submit,CRT_7_timing_Click_Count,CRT_7,CRT_8_timing_First_Click,CRT_8_timing_Last_Click,CRT_8_timing_Page_Submit,CRT_8_timing_Click_Count,CRT_8_4,CRT_gesehen_1,CRT_gesehen_2,CRT_gesehen_3,CRT_gesehen_4,CRT_gesehen_5,CRT_gesehen_6,CRT_gesehen_7,CRT_gesehen_8,CRT_hilfsmittel_1,CRT_hilfsmittel_2,CRT_hilfsmittel_3,CRT_hilfsmittel_4,CRT_hilfsmittel_4_TEXT,HB_1,HB_1_timing_First_Click,HB_1_timing_Last_Click,HB_1_timing_Page_Submit,HB_1_timing_Click_Count,HB_2,HB_2_timing_First_Click,HB_2_timing_Last_Click,HB_2_timing_Page_Submit,HB_2_timing_Click_Count,HB_3,HB_3_timing_First_Click,HB_3_timing_Last_Click,HB_3_timing_Page_Submit,HB_3_timing_Click_Count,HB_4,HB_4_timing_First_Click,HB_4_timing_Last_Click,HB_4_timing_Page_Submit,HB_4_timing_Click_Count,HB_5,HB_5_timing_First_Click,HB_5_timing_Last_Click,HB_5_timing_Page_Submit,HB_5_timing_Click_Count,HB_6,HB_6_timing_First_Click,HB_6_timing_Last_Click,HB_6_timing_Page_Submit,HB_6_timing_Click_Count,HB_7,HB_7_timing_First_Click,HB_7_timing_Last_Click,HB_7_timing_Page_Submit,HB_7_timing_Click_Count,HB_8,HB_8_timing_First_Click,HB_8_timing_Last_Click,HB_8_timing_Page_Submit,HB_8_timing_Click_Count,HB_9,HB_9_timing_First_Click,HB_9_timing_Last_Click,HB_9_timing_Page_Submit,HB_9_timing_Click_Count,HB_10,HB_10_timing_First_Click,HB_10_timing_Last_Click,HB_10_timing_Page_Submit,HB_10_timing_Click_Count,HB_11,HB_11_timing_First_Click,HB_11_timing_Last_Click,HB_11_timing_Page_Submit,HB_11_timing_Click_Count,HB_12,HB_12_timing_First_Click,HB_12_timing_Last_Click,HB_12_timing_Page_Submit,HB_12_timing_Click_Count,HB_14,HB_14_timing_First_Click,HB_14_timing_Last_Click,HB_14_timing_Page_Submit,HB_14_timing_Click_Count,HB_13,HB_13_timing_First_Click,HB_13_timing_Last_Click,HB_13_timing_Page_Submit,HB_13_timing_Click_Count,HB_hilfsmittel_1,HB_hilfsmittel_2,HB_hilfsmittel_3,HB_hilfsmittel_4,HB_hilfsmittel_4_TEXT,pol_scalo_spd,pol_scalo_cdu,pol_scalo_greens,pol_scalo_liberals,pol_scalo_afd,pol_scalo_left,pol_vote,pol_party,pol_party_12_TEXT,pol_leftright,demo_gender,demo_age,demo_edu,demo_edu_5_TEXT,demo_profession,demo_income,demo_hhmembers,Kommentarfeld,respondiID,quality,workflow,Q_surveyVersionID
2025-12-13T11:03:26Z,2025-12-13T11:17:30Z,0,100,844,1,2025-12-13T11:17:30Z,R_2CCkllqbLvj9ROF,anonymous,DE,1,,,1,3,5,4,3,3,4,5,3,3,6,5,6,5,5,5,6,4,6,6,6,6,3,6,5,3,12.138,12.138,18.664,1,8,3.963,18.16,22.705000000000002,4,10,1.45,24.724,28.275,4,20,9.383,10.339,13.101,3,1,7.121,8.746,11.701,3,8,2.169,10.784,14.195,3,juni,1.446,12.803,16.326,2,9,6.983,12.302,18.29,4,öllampe,1,1,1,1,1,1,1,1,1,,,,,2,10.032,43.822,44.188,7,2,6.846,17.371,17.735,5,1,11.589,27.24,28.339,5,2,1.572,13.903,14.882,4,1,1.237,18.026,18.391,6,1,7.334,9.451,10.753,2,1,5.922,8.139,9.457,3,4,1.66,52.922,53.588,8,2,27.48,27.48,28.275,1,2,28.957,34.013,34.546,2,1,21.232,36.6,37.698,4,6,16.825,20.912,21.845,3,1,19.081,30.509,33.791,4,1,5.574,15.485,16.289,4,1,,,,,0,-3,3,-3,-3,1,1,4,,4,2,39,2,,5,7,4,nein,327348062365701,1,completed,
2025-12-06T11:26:33Z,2025-12-06T11:27:07Z,0,40,33,0,2025-12-13T11:27:13Z,R_2soLDoEzD8pmPYt,anonymous,DE,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-13T11:47:50Z,2025-12-13T11:50:36Z,0,100,166,1,2025-12-13T11:50:37Z,R_2tq6Aqr2drIhQvD,anonymous,DE,1,1,,1,4,3,3,3,4,5,2,2,3,4,3,2,3,2,3,4,3,3,4,6,3,6,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327348062636098,-1,attention_failed_1,
2025-12-13T11:32:39Z,2025-12-13T11:58:52Z,0,100,1573,1,2025-12-13T11:58:53Z,R_22PU7SAxN2FlakF,anonymous,DE,1,,,1,4,6,3,3,3,5,2,3,4,3,3,4,4,4,5,4,4,4,3,4,3,2,3,5,3,16.966,16.966,21.088,1,8,59.699000000000005,59.699000000000005,63.212,1,250,25.089,25.089,32.114,1,20,10.025,10.025,12.536,1,1,7.971,7.971,26.005,1,8,9.616,9.616,20.538,1,Juni,23.386,23.386,34.115,1,27,8.781,8.781,32.502,1,Öllampe,1,1,1,1,1,1,1,1,1,,,,,0,39.112,39.112,40.147,1,2,22.843,22.843,23.876,1,1,25.198,25.198,26.192,1,1,17.839,17.839,19.378,1,1,28.838,28.838,30.232,1,1,9.319,9.319,11.351,1,1,9.301,9.301,10.505,1,2,57.233,57.233,58.146,1,2,14.691,14.691,15.756,1,3,22.099,22.099,22.995,1,2,37.242,37.242,38.333,1,4,30.225,30.225,31.162,1,2,22.312,22.312,24.113,1,1,15.533,15.533,17.501,1,1,,,,,1,-3,2,-3,-3,3,1,6,,3,2,74,1,,4,6,2,,327348063843453,1,completed,
2025-12-13T12:07:20Z,2025-12-13T12:19:45Z,0,100,745,1,2025-12-13T12:19:46Z,R_8QWgHGZWPNS67HX,anonymous,DE,0.5,1,,1,1,1,1,1,2,1,5,5,5,5,5,6,6,6,5,5,6,6,1,1,1,2,2,2,3,62.324,69.243,69.713,3,4,2.7,82.759,83.051,5,10,4.377,20.179,20.442,3,39,20.79,25.589,26.135,2,2,13.886,16.244,16.585,2,8,13.104,16.22,18.363,2,Emily,3.034,18.942,19.326,3,0,1.871,19.958,24.683,3,The match,1,1,1,1,1,1,1,1,1,,,,,1,2.199,25.33,26.054,10,2,11.7,27.073,27.616,3,0,4.955,4.955,5.3,1,1,15.57,15.57,16.108,1,1,1.384,2.6,3.15,4,0,2.581,2.581,3.501,1,1,1.887,1.887,2.597,1,1,1.827,5.707,6.489,6,1,2.965,2.965,4.001,1,1,2.094,2.478,3.063,2,2,1.239,2.135,3.337,3,11,3.187,3.934,4.431,2,1,1.122,4.5,5.37,6,1,1.165,2.128,2.701,3,1,,,,,3,3,3,3,2,2,1,2,,11,1,25,2,,5,6,3,Gut,327348063510567,1,completed,
2025-12-13T12:01:02Z,2025-12-13T12:24:56Z,0,100,1434,1,2025-12-13T12:24:57Z,R_8agjZ6RmDyhV7AM,anonymous,DE,1,1,,1,5,3,4,4,4,4,5,2,4,3,3,3,4,4,4,4,4,5,3,4,5,3,3,3,3,11.08,11.08,15.459,1,8,20.206999999999997,20.206999999999997,29.564999999999998,1,10,18.592,18.592,22.276,1,20,11.456,11.456,16.419,1,1,11.085,11.085,14.845,1,7,15.34,15.34,35.911,1,Emily,28.891,48.07,53.797,2,3,60.753,60.753,72.028,1,Öllampe,2,1,1,1,1,1,1,1,1,,,,,1,58.15,58.15,61.838,1,2,25.447,25.447,28.059,1,1,20.525,20.525,22.408,1,1,24.092,24.092,26.139,1,3,85.752,85.752,88.176,1,1,36.282,36.282,38.205,1,1,11.693,11.693,13.194,1,3,63.77,63.77,65.253,1,2,53.252,53.252,54.672,1,1,33.201,33.201,36.021,1,1,59.087,59.087,61.835,1,2,63.859,63.859,66.597,1,3,52.217,52.217,54.321,1,2,30.537,30.537,33.131,1,1,,,,,-1,1,-2,-1,2,-1,1,1,,4,1,70,3,,4,4,2,,327292740372703,1,completed,
2025-12-13T12:29:17Z,2025-12-13T12:31:26Z,0,100,129,1,2025-12-13T12:31:26Z,R_2QgkdeAlinS2zn3,anonymous,DE,1,,,1,1,2,2,2,2,4,6,4,5,5,6,4,4,4,4,5,4,4,2,2,2,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327292741508234,-1,attention_failed_1,
2025-12-13T12:30:06Z,2025-12-13T12:39:02Z,0,100,535,1,2025-12-13T12:39:02Z,R_2M4LXSEq2BpNg5b,anonymous,DE,1,1,,1,2,2,2,2,2,2,5,5,5,5,6,5,5,5,5,5,5,5,2,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327348064015523,-1,attention_failed_1,
2025-12-13T12:21:02Z,2025-12-13T12:43:46Z,0,100,1364,1,2025-12-13T12:43:47Z,R_2yMXsKDUHHogQmd,anonymous,DE,1,1,,1,3,4,2,3,3,2,4,4,4,4,6,3,4,3,3,4,4,3,4,5,4,3,4,4,3,2.438,2.438,17.214,1,8,12.235999999999999,12.235999999999999,17.711,1,50,15.285,15.285,18.835,1,20,4.06,4.06,8.242,1,1,4.541,4.541,9.336,1,7,5.231,5.231,9.274,1,Juni,9.231,9.231,14.275,1,27,15.132,15.132,21.001,1,Öllampe,1,1,1,1,1,1,1,1,1,,,,,2,116.836,116.836,117.873,1,2,12.913,12.913,14.618,1,1,12.665,12.665,14.316,1,2,15.151,15.151,17.934,1,3,31.617,31.617,33.398,1,1,13.383,13.383,14.565,1,1,5.028,5.028,6.111,1,3,201.747,201.747,202.834,1,1,28.562,28.562,30.432,1,3,18.91,18.91,20.765,1,2,101.491,101.491,103.178,1,6,73.727,73.727,74.775,1,2,19.584,19.584,21.046,1,2,10.177,10.177,12.94,1,1,,,,,-1,1,-3,-2,1,-3,1,3,,9,1,71,2,,5,5,3,nein,327348063800438,1,completed,
2025-12-13T12:47:56Z,2025-12-13T12:54:15Z,0,100,378,1,2025-12-13T12:54:15Z,R_8SxevWj4L6zP2PR,anonymous,DE,1,1,,1,3,2,4,2,3,1,4,4,5,4,6,5,5,5,5,6,5,5,2,3,3,6,3,2,3,0.732,3.422,7.652,3,42,11.561,14.802999999999999,15.228,3,50,11.304,11.304,13.389,1,40,0.905,9.702,11.751,2,1,6.716,6.716,8.536,1,7,5.189,7.561,7.943,2,Emiliy,11.372,15.747,17.214,2,9,15.43,25.488,25.891,2,ÖLLAMPE,1,1,1,1,2,1,1,1,1,,,,,0,0.737,1.58,2.293,2,1,0.688,1.051,1.552,2,0,0.744,0.744,1.212,1,0,4.331,4.331,4.941,1,2,0.909,1.302,2.01,2,0,3.991,3.991,4.613,1,0,20.68,20.68,26.385,1,1,0.662,1.628,2.099,2,1,0.784,1.194,1.637,2,1,1.188,1.504,1.978,2,1,0.737,1.304,1.748,2,3,0.718,1.112,1.873,2,5,0.613,1.281,1.729,2,3,0.446,1.518,1.931,3,,,1,,,1,0,1,1,0,0,1,1,,6,2,42,5,,5,7,3,Nein,327348064137407,1,completed,
2025-12-13T12:34:32Z,2025-12-13T12:56:48Z,0,100,1335,1,2025-12-13T12:56:48Z,R_2sTrF03sELPMcPT,anonymous,DE,1,,,1,4,3,1,2,4,5,4,3,1,6,6,5,4,5,4,4,3,4,5,6,5,4,6,2,3,23.367,23.367,26.258,1,8,83.591,83.591,86.43299999999999,1,1,54.193,54.193,57.889,1,39,36.634,36.634,39.465,1,2,20.737,20.737,24.651,1,7,23.492,23.492,26.72,1,Juni,178.515,178.515,182.263,1,9,22.138,22.138,26.901,1,Zeitung,2,2,2,2,2,2,2,2,1,,,,,2,4.232,93.191,93.837,6,0,30.36,30.996,31.511,2,1,43.166,43.166,44.208,1,0,23.107,23.107,24.136,1,2,2.37,32.768,33.769,4,0,10.572,10.572,11.509,1,1,10.121,10.121,11.095,1,3,1.254,47.166,48.194,8,2,26.846,26.846,27.726,1,3,31.291,31.291,32.32,1,1,1.708,45.488,46.635,2,1,1.767,17,18.11,2,1,12.285,26.969,28.159,3,1,6.553,12.851,13.848,3,1,,,,,-3,0,-3,-1,2,-3,1,3,,7,2,71,2,,5,2,1,Alles gut,327348062560305,1,completed,
2025-12-13T12:23:53Z,2025-12-13T12:58:41Z,0,100,2088,1,2025-12-13T12:58:41Z,R_890unIZkwGJ9DI5,anonymous,DE,1,,,1,4,6,2,2,6,6,1,1,3,6,1,1,3,3,4,4,5,4,6,6,6,5,6,6,3,35.308,35.308,78.297,1,4,6.866,6.866,230.46,1,10,11.585,11.585,24.06,1,39,5.394,5.394,12.382,1,2,7.804,7.804,18.652,1,8,11.423,11.423,23.354,1,Emily,7.759,7.759,22.702,1,27,8.451,8.451,20.985,1,Streichholz,1,1,1,1,1,1,1,1,1,,,,,2,119.107,119.107,121.52,1,2,35.791,35.791,37.682,1,1,31.563,31.563,33.351,1,2,27.615,27.615,31.734,1,4,37.917,37.917,39.382,1,1,17.312,17.312,18.961,1,1,7.62,7.62,10.64,1,4,64.573,64.573,66.084,1,2,31.175,31.175,32.8,1,1,37.245,37.245,43.821,1,1,81.255,81.255,83.568,1,1,59.372,118.824,120.308,2,1,63.161,63.161,66.958,1,1,23.038,23.038,25.092,1,1,,,,,-2,2,-3,-2,2,-2,1,1,,6,1,69,5,Hauptschule,4,4,2,"Die Rechenaufgaben waren sehr interessant und ich habe sie tatsächlich ganz ohne Hilfsmittel gelöst. Vielleicht sind die Lösungen ja richtig, wer weiß.",327348062357507,1,completed,
2025-12-13T13:01:41Z,2025-12-13T13:23:58Z,0,100,1336,1,2025-12-13T13:23:58Z,R_2562A0YH75WKUIV,anonymous,DE,1,1,,1,5,5,4,4,5,5,3,3,3,3,4,4,3,4,3,4,3,3,3,5,4,4,4,3,3,24.211,24.211,28.523,1,8,5.4399999999999995,5.4399999999999995,77.693,1,10,23.082,23.082,34.411,1,39,12.519,12.519,17.177,1,1,19.773,19.773,28.992,1,8,6.139,6.139,15.422,1,Juni,5.953,5.953,32.244,1,27,30.98,30.98,36.734,1,Öllampe,1,1,1,1,1,1,1,1,1,,,,,2,49.143,49.143,50.577,1,0,21.537,21.537,23.619,1,1,25.941,25.941,27.472,1,2,47.023,47.023,48.121,1,3,41.552,41.552,43.411,1,1,9.767,9.767,11.002,1,1,7.276,7.276,8.935,1,2,49.949,49.949,52.44,1,2,25.119,25.119,40.69,1,2,51.332,51.332,53.079,1,1,88.74,88.74,90.359,1,2,25.793,25.793,27.867,1,3,41.147,41.147,42.934,1,3,14.389,14.389,15.551,1,1,,,,,1,0,2,-1,-3,1,1,4,,5,1,58,2,,4,3,1,,327348063805559,1,completed,
2025-12-13T13:23:25Z,2025-12-13T13:24:00Z,0,100,34,1,2025-12-13T13:24:00Z,R_8K0E1UlTfABZAlf,anonymous,DE,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327348063961239,0,no_consent,
2025-12-13T13:01:58Z,2025-12-13T13:27:36Z,0,100,1538,1,2025-12-13T13:27:37Z,R_2lfWYHLskAep1vX,anonymous,DE,0.8999999761581421,1,,1,5,4,4,2,3,2,4,4,4,2,5,2,3,3,4,4,3,3,4,5,4,5,4,5,3,1.322,1.322,238.025,1,4,1.155,11.217,23.415,3,10,1.294,1.294,64.165,1,39,1.637,1.637,11.051,1,2,1.425,1.425,7.512,1,8,1.206,1.206,10.302,1,Emily,1.17,8.346,14.351,2,0,1.156,54.532,60.05,2,Streichholz,2,2,2,1,2,2,2,2,1,,,,,1,40.775,40.775,114.303,1,2,9.533,9.533,54.702,1,0,16.521,29.546,69.054,2,2,11.231,11.231,18.484,1,4,19.035,19.035,28.843,1,1,12.247,19.151,53.83,2,1,6.491,6.491,9.889,1,4,72.08,72.08,73.183,1,1,15.078,28.822,34.801,2,2,36.987,36.987,38.13,1,1,27.1,27.1,32.478,1,2,11.931,11.931,14.938,1,1,18.3,18.3,38.176,1,1,15.179,15.179,48.754,1,1,,,,,1,0,-1,-3,-3,2,2,,,4,1,25,1,,1,4,3,,327348063091888,1,completed,
2025-12-13T10:51:43Z,2025-12-13T13:33:11Z,0,100,9687,1,2025-12-13T13:33:11Z,R_2rrlKd6LgtmgfBs,anonymous,DE,1,,,1,6,4,4,6,5,4,5,3,1,4,5,5,5,4,4,4,4,5,5,4,4,6,6,5,3,4.703,4.703,9.481,1,8,9.81,9.81,14.369,1,50,23.265,23.265,26.895,1,20,5.954,5.954,10.177,1,1,4.666,4.666,10,1,8,4.382,4.382,8.633,1,juni,25.813,25.813,29.796,1,3,20.64,20.64,26.467,1,öllampe,2,2,2,2,2,2,2,2,1,,,,,0,51.621,64.948,70.604,3,2,15.657,15.657,16.864,1,1,25.73,25.73,30.667,1,1,37.446,37.446,38.706,1,4,39,39,42.539,1,1,23.672,23.672,26.258,1,1,6.006,6.006,7.34,1,2,116.281,116.281,117.802,1,2,14.921,14.921,18.447,1,1,63.679,63.679,67.769,1,1,83.073,83.073,84.184,1,6,16.691,16.691,17.861,1,2,213.301,213.301,215.613,1,2,8.916,8.916,10.505,1,1,,,,,-3,-3,-3,-3,3,-3,1,3,,11,1,51,2,,4,1,1,"AfD wählen, um Deutschland zu retten!",327292741143569,1,completed,
2025-12-13T13:57:23Z,2025-12-13T14:18:41Z,0,100,1277,1,2025-12-13T14:18:42Z,R_2P1xc3BBD0nopBv,anonymous,DE,1,1,,1,3,3,3,4,6,5,4,3,5,5,1,3,6,5,6,6,3,5,3,3,3,3,6,2,3,17.119,17.119,19.912,1,8,48.025999999999996,48.025999999999996,56.120999999999995,1,10,17.438,17.438,19.85,1,20,7.079,7.079,9.699,1,1,6.763,6.763,8.865,1,7,20.22,20.22,23.581,1,Juni,19.16,22.09,24.224,3,27,12.366,12.366,18.203,1,Zeitung,1,1,1,1,1,1,1,1,1,,,,,0,13.253,60.776,61.569,5,2,21.45,22.564,23.217,2,1,32.829,32.829,33.742,1,2,17.893,17.893,20.057,1,3,3.008,49.094,49.715,3,1,13.956,13.956,15.113,1,1,17.139,17.139,18.1,1,2,31.439,70.71,71.424,5,2,38.522,38.522,41.423,1,3,27.202,28.364,31.221,2,2,34.993,38.655,39.277,3,4,18.569,18.569,19.577,1,2,30.702,47.851,48.547,6,2,13.291,25.092,25.768,4,1,,,,,2,2,1,1,-3,0,2,,,4,2,68,3,,4,1,1,nein,327348063929489,1,completed,
2025-12-13T14:13:58Z,2025-12-13T14:32:55Z,0,100,1137,1,2025-12-13T14:32:56Z,R_8f5RwGThMMsH4n7,anonymous,DE,0.8999999761581421,1,,1,3,3,1,3,6,4,6,6,6,6,6,6,3,4,5,4,3,5,4,4,6,1,5,1,3,11.301,13.778,20.862,3,8,19.791,19.791,32.22,1,2500,13.153,17.722,20.567,2,20,7.052,7.052,13.344,1,1,5.959,5.959,28.271,1,7,8.173,32.749,46.135,2,may april,7.374,7.374,11.77,1,3,9.416,9.416,22.201,1,streihholz,1,1,1,1,1,1,1,1,1,,,,,2,47.756,49.209,53.956,2,2,22.985,28.494,29.647,2,1,20.256,23.307,27.381,2,2,24.697,24.697,26.098,1,4,40.053,40.053,41.902,1,1,10.032,10.032,13.079,1,1,8.085,8.085,9.475,1,1,72.047,73.965,75.471,2,2,15.552,16.094,24.019,2,1,22.204,22.204,23.977,1,2,31.454,31.454,33.385,1,1,13.047,13.047,14.252,1,1,29.144,29.144,33.494,1,1,25.686,25.686,29.544,1,1,,,,,-3,0,2,3,0,-3,2,,,11,1,58,1,,4,7,5,,327172145937528,1,completed,
2025-12-13T14:27:10Z,2025-12-13T14:48:53Z,0,100,1303,1,2025-12-13T14:48:53Z,R_2WrsVFDDP8WO3lv,anonymous,DE,0.800000011920929,,,1,4,4,3,2,3,4,2,3,2,4,2,2,2,3,3,3,3,2,4,5,5,3,5,3,3,7.472,9.175,10,2,8,14.73,14.73,17.009999999999998,1,5,18.401,18.401,21.036,1,20,6.74,8.298,8.993,2,2,9.041,10.536,11.28,2,7,7.328,11.101,11.971,2,June,8.383,8.383,10.001,1,9,9.701,16.49,17.241,2,Öllampe,1,1,2,1,1,1,1,1,1,,,,,0,1.711,30.401,31.35,11,2,15.533,19.703,20.847,2,1,12.901,12.901,13.7,1,0,13.131,13.131,15.401,1,3,12.268,29.016,29.737,4,0,9.284,9.284,10.095,1,1,6.9,6.9,7.773,1,3,3.431,67.43,68.289,15,2,15.8,15.8,16.847,1,3,21.262,21.744,22.459,2,1,22.946,35.103,35.841,4,3,18.03,19.963,20.7,4,1,9.663,27.661,28.4,6,1,4.834,9.36,10.077,5,1,,,,,2,-3,-3,-3,-3,-3,1,2,,6,1,42,5,Hauptschulabschluss,4,2,1,Hat Spaß gemacht 😊,327172145656857,1,completed,
2025-12-13T14:49:51Z,2025-12-13T15:08:42Z,0,100,1131,1,2025-12-13T15:08:43Z,R_8JV0dXSLghuYaih,anonymous,DE,0.8999999761581421,1,,1,4,5,3,3,4,4,2,2,3,3,3,3,3,4,3,3,3,4,3,4,4,3,4,3,3,26.508,26.508,30.285,1,8,7.881,8.238,11.549,2,50,1.543,18.878,22.529,3,20,1.716,7.722,10.169,3,1,1.271,7.907,10.924,3,8,1.985,7.396,12.038,4,Emily,1.401,10.927,15.412,3,3,1.203,55.688,62.873,4,Öllampe,2,2,2,2,2,1,2,2,1,,,,,2,4.079,29.139,30.106,6,2,12.005,12.571,13.189,2,1,18.543,18.543,19.243,1,2,11.38,11.38,11.96,1,2,47.024,47.636,48.215,2,0,31.407,31.407,32.736,1,1,35.424,35.424,35.991,1,2,23.598,37.591,38.157,7,2,25.522,25.522,26.108,1,2,56.217,57.348,57.931,3,1,44.548,55.502,56.102,4,2,15.968,22.757,24.692,4,2,58.61,74.516,75.469,6,2,13.909,14.992,15.541,3,1,,,,,-3,-3,-3,-3,2,-3,1,3,,9,1,47,2,,4,7,6,,327348062598202,1,completed,
2025-12-13T14:40:57Z,2025-12-13T15:16:52Z,0,100,2154,1,2025-12-13T15:16:52Z,R_8dnM69FDxaKXvc9,anonymous,DE,1,,,1,5,4,2,2,3,4,3,1,5,3,3,4,5,5,5,6,5,5,6,6,6,5,5,5,3,0,0,17.103,0,8,22.576,22.576,25.747,1,10,9.187,9.187,16.174,1,39,26.414,26.414,29.225,1,2,0,0,19.005,0,15,7.221,8.104,24.318,2,Emily,6.22,6.22,10.039,1,0,8.403,8.403,30.942,1,den oder das Streichholz,1,1,1,1,1,1,1,1,1,,,,,2,47.246,47.246,48.554,1,2,17.217,17.217,21.085,1,1,27.697,27.697,29.244,1,2,32.301,32.301,33.872,1,1,42.988,42.988,44.671,1,1,11.514,11.514,12.813,1,1,8.677,8.677,10.16,1,2,73.628,73.628,75.062,1,2,21.165,21.165,22.88,1,3,37.27,37.27,38.659,1,2,50.988,50.988,52.602,1,3,19.41,19.993,21.916,2,1,35.449,35.449,37.444,1,1,16.026,16.026,18.134,1,1,,,,,-3,-2,-3,-3,2,-3,1,3,,9,1,63,3,,4,2,2,,327348063934610,1,completed,
2025-12-13T15:08:49Z,2025-12-13T15:40:27Z,0,100,1898,1,2025-12-13T15:40:27Z,R_8HdXnGpN1wkkRqh,anonymous,DE,1,1,,1,3,3,2,3,2,5,5,1,3,5,5,5,5,5,5,4,5,5,1,6,6,6,6,6,3,1.844,1.844,27.068,1,8,50.613,50.613,73.634,1,10,14.844,14.844,50.744,1,20,10.779,10.779,17.567,1,1,10.574,10.574,16.578,1,7,39.098,39.098,47.719,1,Juni,5.581,5.581,29.641,1,9,66.429,66.429,76.841,1,Öllampe,2,2,2,2,2,2,2,2,1,,,,,1,214.918,214.918,219.075,1,2,13.033,13.033,14.662,1,1,25.894,25.894,27.802,1,1,20.167,20.167,21.947,1,3,42.764,42.764,44.978,1,0,24.976,24.976,26.245,1,1,6.865,10.697,20.126,2,2,329.768,329.768,331.34,1,2,18.15,18.15,19.963,1,2,28.79,28.79,30.587,1,1,55.475,55.531,59.351,2,1,18.672,18.672,20.333,1,5,50.358,50.358,52.106,1,2,15.682,15.682,17.527,1,1,,,,,3,1,-1,-3,-3,-3,1,2,,4,2,57,3,,4,8,1,Die Aufgaben waren sehr interessant und fand ich gut als Gedächtnistraining.,327348062433299,1,completed,
2025-12-06T15:41:54Z,2025-12-06T15:42:27Z,0,1,32,0,2025-12-13T15:42:29Z,R_22nUiiJh1v6iTzJ,anonymous,DE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
